htid,author,title,year
mdp.39015011871426,Alain-RenŽ Lesage,Oeuvres de Le Sage. v.1.,1720
mdp.39015066667398,Alain-RenŽ Lesage,Oeuvres de Le Sage. v.7.,1720
mdp.39015066667364,Alain-RenŽ Lesage,Oeuvres de Le Sage. v.10.,1720
mdp.39015048401494,Alain-RenŽ Lesage,Oeuvres de Le Sage. v.3.,1720
mdp.39015066667356,Alain-RenŽ Lesage,Oeuvres de Le Sage. v.11.,1720
mdp.39015066667273,Alain-RenŽ Lesage,Oeuvres de Le Sage. v.6.,1720
mdp.39015066667380,Alain-RenŽ Lesage,Oeuvres de Le Sage. v.8.,1720
mdp.39015057161302,Alain-RenŽ Lesage,Oeuvres de Le Sage. v.5.,1720
mdp.39015066581185,Alain-RenŽ Lesage,Oeuvres de Le Sage. v.4.,1720
mdp.39015076524480,Alain-RenŽ Lesage,Oeuvres de Le Sage. v.12.,1720
ien.35556027364405,Jean-Baptiste Louvet de Couvray,Les amours du chevalier de Faublas / par Louvet de ... t.1.,1790
ien.35556027364421,Jean-Baptiste Louvet de Couvray,Les amours du chevalier de Faublas / par Louvet de ... t.3.,1790
ien.35556027364413,Jean-Baptiste Louvet de Couvray,Les amours du chevalier de Faublas / par Louvet de ... t.2.,1790
ien.35556027364439,Jean-Baptiste Louvet de Couvray,Les amours du chevalier de Faublas / par Louvet de ... t.4.,1790
nyp.33433013582980,Jean-Baptiste Louvet de Couvray,Vie du chevalier de Faublas [par M. Louvet de Couvray. ... v. 6.,1787
nyp.33433013582964,Jean-Baptiste Louvet de Couvray,Vie du chevalier de Faublas [par M. Louvet de Couvray. ... v. 3.,1787
nyp.33433013582972,Jean-Baptiste Louvet de Couvray,Vie du chevalier de Faublas [par M. Louvet de Couvray. ... v. 4.,1787
nyp.33433013582956,Jean-Baptiste Louvet de Couvray,Vie du chevalier de Faublas [par M. Louvet de Couvray. ... v. 1.,1787
hvd.hwbhti,Jean-Baptiste Louvet de Couvray,Vie du chevalier de Faublas [par M. Louvet de Couvray. ... v.5.,1787
ien.35556007865389,Jean-Baptiste Louvet de Couvray,Une anne_e de la vie du chevalier de Faublas ... v.1-3.,1788
mdp.39015011240325,Jean-Baptiste Louvet de Couvray,"Les aventures du chevalier de Faublas, v.1.",1789
mdp.39015011240341,Jean-Baptiste Louvet de Couvray,"Les aventures du chevalier de Faublas, v.4.",1789
hvd.hn5b5m,Jean-Baptiste Louvet de Couvray,"Les aventures du chevalier de Faublas, tome 3.",1789
hvd.hn5b5n,Jean-Baptiste Louvet de Couvray,"Les aventures du chevalier de Faublas, v.2.",1789
nyp.33433001022189,Jean-Baptiste Louvet de Couvray,Vie et fin des amours du chevalier de Faublas. ,1790
nyp.33433075868780,Pierre de Marivaux,Îuvres complettes de M. de Marivaux ... v. 4.,1740
nyp.33433075868764,Pierre de Marivaux,Îuvres complettes de M. de Marivaux ... v. 2.,1740
nyp.33433075868830,Pierre de Marivaux,Îuvres complettes de M. de Marivaux ... v. 10.,1740
nyp.33433075868806,Pierre de Marivaux,Îuvres complettes de M. de Marivaux ... v. 7.,1740
nyp.33433075868848,Pierre de Marivaux,Îuvres complettes de M. de Marivaux ... v. 11.,1740
nyp.33433075868772,Pierre de Marivaux,Îuvres complettes de M. de Marivaux ... v. 3.,1740
nyp.33433075868814,Pierre de Marivaux,Îuvres complettes de M. de Marivaux ... v. 8.,1740
nyp.33433075868822,Pierre de Marivaux,Îuvres complettes de M. de Marivaux ... v. 9.,1740
nyp.33433075868855,Pierre de Marivaux,Îuvres complettes de M. de Marivaux ... v. 12.,1740
nyp.33433075868798,Pierre de Marivaux,Îuvres complettes de M. de Marivaux ... v. 6.,1740
uc1.32106019427720,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.3.",1797
uc1.32106019427746,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.1.",1797
uc1.32106019427753,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.11.",1797
uc1.32106005808982,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.12.",1797
uc1.32106019427670,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.7.",1797
uc1.32106019427662,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.8.",1797
uc1.32106019427688,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.9.",1797
uc1.32106012123227,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.13.",1797
uc1.32106005805038,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.10.",1797
uc1.32106019427704,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.5.",1797
uc1.32106019427696,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.6.",1797
uc1.32106019427712,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.4.",1797
uc1.32106012123219,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.14.",1797
uc1.32106019427738,Restif de La Bretonne,"Monsieur Nicolas; ou, Le cÏur humain dŽvoilŽ. MŽmoires ... v.2.",1797
uva.x001212734,Restif de La Bretonne,"La paysanne pervertie; ou, Les dangers de la ville. ... V.3.",1776
uva.x001566392,Restif de La Bretonne,"La paysanne pervertie; ou, Les dangers de la ville. ... V.4.",1776
uva.x000612188,Restif de La Bretonne,"La paysanne pervertie; ou, Les dangers de la ville. ... V.2.",1776
uva.x000591830,Restif de La Bretonne,"La paysanne pervertie; ou, Les dangers de la ville. ... V.1.",1776
nyp.33433075812770,Restif de La Bretonne,"Les nuits de Paris, ou, Le spectateur nocturne. ... v. 3-4.",1788
nyp.33433075812861,Restif de La Bretonne,"Les nuits de Paris, ou, Le spectateur nocturne. ... v. 1-2.",1788
nyp.33433075813018,Restif de La Bretonne,"Les nuits de Paris, ou, Le spectateur nocturne. ... v. 5-6.",1788
nyp.33433075812788,Restif de La Bretonne,"Les nuits de Paris, ou, Le spectateur nocturne. ... v. 13-14.",1788
nyp.33433075812796,Restif de La Bretonne,"Les nuits de Paris, ou, Le spectateur nocturne. ... v. 9-10.",1788
nyp.33433075813026,Restif de La Bretonne,"Les nuits de Paris, ou, Le spectateur nocturne. ... v. 7-8.",1788
nyp.33433075812762,Restif de La Bretonne,"Les nuits de Paris, ou, Le spectateur nocturne. ... v. 11-12.",1788
osu.32435001295021,Restif de La Bretonne,La morte vivante / Illustrations en couleurs a la maniere,1789
uc1.b4060215,Restif de La Bretonne,La dernire aventure d'un homme de quarante-cinq ans; nouvelle É,1783
mdp.39015019228330,Restif de La Bretonne,"IngŽnue Saxancour, ou La femme sŽparŽe; histoire propre ˆ dŽmontrer",1789
uva.x001652041,Restif de La Bretonne,"L'andrographe, ou Idees d'un honnete-homme",1782
coo.31924027364383,Restif de La Bretonne,L'Ïuvre de Restif de la Bretonne: Le pornographe--L'anti-Justine--Dom É,1770
mdp.39015024369194,Restif de La Bretonne,Les gynographes,1777
uc1.$b595381,Restif de La Bretonne,"Les contemporaines; ou, Aventures des plus jolies ... v.1.",1783
uc1.$b595382,Restif de La Bretonne,"Les contemporaines; ou, Aventures des plus jolies ... v.2.",1783
uc1.$b595383,Restif de La Bretonne,"Les contemporaines; ou, Aventures des plus jolies ... v.3.",1783
mdp.39015065806195,Restif de La Bretonne,La vie de mon pere. Par l'auteur du Paysan Perverti ... v.2.,1778
mdp.39015065806336,Restif de La Bretonne,La vie de mon pere. Par l'auteur du Paysan Perverti ... v.1.,1778
uc1.b4719709,Restif de La Bretonne,"Sara; ou, L'amour ˆ quarante-cinq ans. ƒpisodes de Monsieur É",1793
wu.89101286250,Restif de La Bretonne,Lucile ; La fille se_duite ; La belle bourgeoise et la jolie servante É,1769
mdp.39015033443303,Restif de La Bretonne,Louise & ThŽrse [par] Restif de la Bretonne; Žpisode tirŽ de É,1793
wu.89104415468,Pierre Choderlos de Laclos,Les liaisons dangereuses / Choderlos de Laclos ... v.1.,1782
wu.89104415476,Pierre Choderlos de Laclos,Les liaisons dangereuses / Choderlos de Laclos ... v.2.,1782
mdp.39015010957606,Pierre Choderlos de Laclos,"De l'Žducation des femmes, par Choderlos de Laclos É",1783
uc1.b3787780,Pierre Choderlos de Laclos,Poesies de Choderlos de Laclos / publiees par Arthur Symons &,1790
hvd.32044001825454,Pierre Choderlos de Laclos,Lettres inŽdites de Choderlos de Laclos / publiŽes par M. Louis de Chauvigny,1795
mdp.39015027522773,Claude Prosper Jolyot de CrŽbillon,Collection complette des Ïuvres de m. de CrŽbillon ... v.1.,1740
mdp.39015027522815,Claude Prosper Jolyot de CrŽbillon,Collection complette des Ïuvres de m. de CrŽbillon ... v.6.,1740
mdp.39015027522757,Claude Prosper Jolyot de CrŽbillon,Collection complette des Ïuvres de m. de CrŽbillon ... v.4.,1740
mdp.39015027522807,Claude Prosper Jolyot de CrŽbillon,Collection complette des Ïuvres de m. de CrŽbillon ... v.5.,1740
mdp.39015027522765,Claude Prosper Jolyot de CrŽbillon,Collection complette des Ïuvres de m. de CrŽbillon ... v.7.,1740
mdp.39015027522781,Claude Prosper Jolyot de CrŽbillon,Collection complette des Ïuvres de m. de CrŽbillon ... v.2.,1740
mdp.39015027522799,Claude Prosper Jolyot de CrŽbillon,Collection complette des Ïuvres de m. de CrŽbillon ... v.3.,1740
uc1.b2961010,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 24.,1885
uc1.b2961000,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 14.,1885
uc1.b2961006,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 20.,1885
uc1.b2960991,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 5.,1885
uc1.b2960988,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 2.,1885
uc1.b2961002,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 16.,1885
uc1.b2961014,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 28.,1885
uc1.b2960996,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 10.,1885
uc1.b2960997,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 11.,1885
uc1.b2961007,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 21.,1885
uc1.b2961004,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 18.,1885
uc1.b2960995,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 9.,1885
uc1.b2961001,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 15.,1885
uc1.b2960999,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 13.,1885
uc1.b2960994,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 8.,1885
uc1.b2960993,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 7.,1885
hvd.32044058125485,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v.27.,1885
uc1.b2961009,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 23.,1885
uc1.b2961012,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 26.,1885
uc1.b2961011,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 25. ,1885
uc1.b2961008,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 22.,1885
uc1.b2961005,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 19.,1885
uc1.b2961003,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 17.,1885
uc1.31175010835877 ,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v.1.,1885
uc1.b3539957,Gustave Flaubert,"Îuvres compltes de Guy de Maupassant. v. 6, copy 2.",1885
uc1.b2960998,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 12.,1885
uc1.b2960992,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 6.,1885
uc1.b2960990,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 4.,1885
uc1.b2960989,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 3.,1885
uc1.b2961015,Gustave Flaubert,Îuvres compltes de Guy de Maupassant. v. 29.,1885
mdp.39015066278329,Alfred de Musset,OEuvres de Alfred de Musset ... v.1.,1845
mdp.39015066278386,Alfred de Musset,OEuvres de Alfred de Musset ... v.8.,1845
mdp.39015066278378,Alfred de Musset,OEuvres de Alfred de Musset ... v.7.,1845
mdp.39015066278345,Alfred de Musset,OEuvres de Alfred de Musset ... v.4.,1845
mdp.39015066278360,Alfred de Musset,OEuvres de Alfred de Musset ... v.6.,1845
mdp.39015066278352,Alfred de Musset,OEuvres de Alfred de Musset ... v.5.,1845
mdp.39015008002977,Alfred de Musset,OEuvres de Alfred de Musset ... v.3.,1845
mdp.39015066278394,Alfred de Musset,OEuvres de Alfred de Musset ... v.10.,1845
mdp.39015041853220,Alfred de Musset,OEuvres de Alfred de Musset ... v.9.,1845
mdp.39015066278337,Alfred de Musset,OEuvres de Alfred de Musset ... v.2.,1845
hvd.hn614g,Victor Hugo,Hernani; drame in cinq actes.,1830
hvd.hwkd1p,Victor Hugo,Les Orientales ; Les feuilles d'automne ; Les chants du crŽpuscule.,1829
hvd.32044087041083,Victor Hugo,Histoire d'un crime; dŽposition d'un temoin.,1878
umn.31951001648813u,Victor Hugo,Les travailleurs de la mer.,1866
loc.ark+=13960=t15m7hb43,Victor Hugo,Marion de Lorme.,1831
uiug.30112048609256,Victor Hugo,Lucrce Borgia ; Marie Tudor ; La Esmeralda,1833
mdp.39015062402576,Victor Hugo,Ruy Blas. Les burgraves. Marion de Lorme.,1838
mdp.39015011582601,Victor Hugo,L'homme qui rit. V.2,1869
mdp.39015011690818,Victor Hugo,L'homme qui rit. v.3.,1869
mdp.39015001534091,Victor Hugo,Les Chansons des rues et des bois,1865
uc1.b4069980,Victor Hugo,Les voix intŽrieures.,1837
mdp.39015033370845,Victor Hugo,Les chants du crŽpuscule.,1835
uc1.$b597655,Victor Hugo,L'Homme qui rit. v. 1.,1869
mdp.39015011690826,Victor Hugo,L'homme qui rit. v.4.,1869
hvd.hn3gvm,Victor Hugo,Notre-Dame de Paris. v.1.,1831
hvd.hn3gvn,Victor Hugo,Notre-Dame de Paris. v. 2.,1831
njp.32101075686780,Victor Hugo,Les misŽrables. v.3-4,1862
njp.32101075686798,Victor Hugo,Les misŽrables. v.5-6.,1862
njp.32101075686806,Victor Hugo,Les misŽrables. v.7-8.,1862
njp.32101075686772,Victor Hugo,Les misŽrables. v.1-2.,1862
njp.32101071960965,Victor Hugo,Les cha_timents,1853
mdp.39015026119589,Victor Hugo,NapolŽon le Petit.,1852
uc1.$b597652,Victor Hugo,Les burgraves.,1843
nyp.33433075795900,Victor Hugo,Les contemplations. v. 2.,1856
nyp.33433075795892,Victor Hugo,Les contemplations. v. 1.,1856
hvd.32044087041638,Victor Hugo,Les feuilles d'automne.,1831
mdp.39015053697895,Victor Hugo,Cromwell,1827
inu.32000002913855,Victor Hugo,Bug-Jargal. Le dernier jour d'un condamne_. Claude Gueux.,1818
hvd.32044011644978,Stendhal,"De l'amour, par de Stendhal (Henry Beyle).",1822
coo.31924027352065,Stendhal,"Armance : ou, Quelques scnes d'un salon de Paris en 1827 / par H. de Stendhal [pseud.]",1827
uc1.b4063962,Stendhal,Le rouge et le noir : chronique du XIXe sicle / par de Stendhal (Henry Beyle),1830
hvd.32044087029427,Stendhal,"La chartreuse de Parme, par Stendhal",1839
mdp.39015053634039,Stendhal,Lamiel. Roman indit. PubliŽ par C. Stryienski.,1889
njp.32101072323486,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.10.,1840
njp.32101072323619,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.24.,1840
njp.32101072323460,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.7.,1840
njp.32101072323437,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.3.,1840
njp.32101072323536,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.16.,1840
njp.32101072323502,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.12.,1840
njp.32101072323494,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.11.,1840
njp.32101072323429,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.2.,1840
njp.32101072323585,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.21.,1840
njp.32101072323601,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.23.,1840
njp.32101072323445,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.4.,1840
njp.32101072323577,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.20.,1840
njp.32101072323528,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.15.,1840
njp.32101072323478,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.8.,1840
njp.32101072323593,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.22.,1840
njp.32101072323569,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.19.,1840
njp.32101072323452,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.6.,1840
njp.32101072323544,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.17.,1840
njp.32101072323411,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.1.,1840
njp.32101072323551,HonorŽ de Balzac,Îuvres compltes de H. de Balzac. v.18.,1840
mdp.39015005735314,Alexandre Dumas,"Le comte de Monte-Cristo, par Alexandre Dumas... ... v.6.",1844
mdp.39015037040915,Alexandre Dumas,"Le comte de Monte-Cristo, par Alexandre Dumas... ... v.2.",1844
mdp.39015037040873,Alexandre Dumas,"Le comte de Monte-Cristo, par Alexandre Dumas... ... v.4.",1844
mdp.39015037040923,Alexandre Dumas,"Le comte de Monte-Cristo, par Alexandre Dumas... ... v.3.",1844
mdp.39015037040881,Alexandre Dumas,"Le comte de Monte-Cristo, par Alexandre Dumas... ... v.5.",1844
hvd.hn2fsy,Alexandre Dumas,"Les trois mousquetaires, par Alexandre Dumas. ... v.2.",1844
hvd.hn2fsx,Alexandre Dumas,"Les trois mousquetaires, par Alexandre Dumas. ... v.1.",1844
mdp.39015033269120,Alexandre Dumas,La reine Margot... v.2.,1845
mdp.39015033269013,Alexandre Dumas,La reine Margot... v.1.,1845
hvd.hn2g3p,Alexandre Dumas,Vingt ans aprs. v.2.,1845
hvd.hn2g3n,Alexandre Dumas,Vingt ans aprs. v.1.,1845
hvd.hn2g3m,Alexandre Dumas,Vingt ans aprs. v.3.,1845
uc1.31175008049580,Alexandre Dumas,"Le vicomte de Bragelonne; ou, Dix ans plus tard. ... v.1.",1848
uc1.31175008049598,Alexandre Dumas,"Le vicomte de Bragelonne; ou, Dix ans plus tard. ... v.2.",1848
hvd.hxdftp,Alexandre Dumas,La tulipe noire,1850
hvd.hn2q9b,Alexandre Dumas,Le Collier de la Reine. v.2.,1850
hvd.hn2q9w,Alexandre Dumas,Le Collier de la Reine. v.1.,1850
hvd.hn2q9c,Alexandre Dumas,Le Collier de la Reine. v.3.,1850
hvd.32044100900265,Alexandre Dumas,"MŽmoires d'un mŽdecin, Joseph Balsamo, par Alexandre ... 4.",1846
hvd.32044100900273,Alexandre Dumas,"MŽmoires d'un mŽdecin, Joseph Balsamo, par Alexandre ... 1.",1846
hvd.32044100900257,Alexandre Dumas,"MŽmoires d'un mŽdecin, Joseph Balsamo, par Alexandre ... 2.",1846
hvd.32044100900281,Alexandre Dumas,"MŽmoires d'un mŽdecin, Joseph Balsamo, par Alexandre ... 3.",1846
uc1.$c182885,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.4.,1880
uc1.$c182883,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.2.,1880
uc1.$c182893,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.12. ,1880
uc1.$c182896,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.16.,1880
uc1.$c182886,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.5.,1880
uc1.$c182887,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.6.,1880
uc1.$c182892,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.11.,1880
uc1.$c182890,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.9.,1880
uc1.$c182891,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.10.,1880
uc1.$c182899,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.19.,1880
uc1.$c182889,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.8.,1880
uc1.$c182897,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.17.,1880
uc1.$c182882,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.1.,1880
uc1.$c182884,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.3.,1880
uc1.$c182895,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.15.,1880
uc1.$c182894,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.13.,1880
uc1.$c182888,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.7.,1880
uc1.$c182898,ƒmile Zola,Îuvres compltes illustrŽes de ƒmile Zola. v.18.,1880
njp.32101037978242,Jules Verne,La jangada; huit cents lieues sur l'Amazone.,1881
loc.ark+=13960=t9n314f5g,Jules Verne,"Voyages et aventures du Capitaine Hatteras : Les Anglais au p™le Nord, Le dŽsert de glace",1866
pst.000012952410,Jules Verne,L'archipel en feu ... / [dessins] par Benett É,1884
wu.89015318546,Jules Verne,Le superbe OrŽnoque / Jules Verne ; ill. de George Roux.,1898
wu.89006487011,Jules Verne,"Claudius Bombarnac. 55 illus. par L. Benett, 6 grandes gravures É",1892
mdp.39015004933704,Jules Verne,"Le tour du monde en quatre-vingts jours,",1874
njp.32101068573698,Jules Verne,Un hivernage dans les glaces,1855
osu.32435004440707,Jules Verne,L'expedition de la Jeune-Hardie,1893
wu.89015318736,Jules Verne,CŽsar Cascabel,1890
mdp.39015025134498,Jules Verne,Le chemin de France,1887
nc01.ark+=13960=t46q2kf70,Jules Verne,Nord contre Sud,1887
wu.89006172480,Jules Verne,Mathias Sandorf,1885
wu.89015318561,Jules Verne,P'tit-Bonhomme,1893
pst.000060378279,Jules Verne,L'invasion de la mer,1905
hvd.hn1jty,Jules Verne,Sans dessus dessous,1889
njp.32101007222357,Jules Verne,Une ville flottante ... suivi des Forceurs de blocus.,1871
wu.89006883771,Jules Verne,DŽcouverte de la terre; histoire des grands voyages et des grands voyageurs.,1870
nnc1.0038035790,Jules Verne,Voyage au centre de la terre,1864
uc1.a0000926360,Jules Verne,Les Anglais au pole nord : aventures du capitaine Hatteras,1866
uc1.$b713061,Jules Verne,Le pilote du Danube; illustrations par George Roux.,1896
uc1.32106005398448,Jules Verne,Les enfants du Capitaine Grant : voyage autour du monde v.1,1868
uc1.32106005520900,Jules Verne,Les enfants du Capitaine Grant : voyage autour du monde v.3,1868
uc1.32106005520918,Jules Verne,Les enfants du Capitaine Grant : voyage autour du monde v.2,1868
hvd.hn1l9s,Jules Verne,Mirifiques aventures de Maitre Antifer ... Illustrations de G. Roux.,1894
mdp.39015008855523,Jules Verne,La maison ˆ vapeur [microform] : voyage ˆ travers l'Inde septentrionale,1880
aeu.ark+=13960=t5p84sv2b,Jules Verne,Le pays des fourrures [ressource Žlectronique] / par Jules Vernes ; illustrŽ par FŽrat & De Beaurepaire.,1873
wu.89051902948,GŽrard de Nerval,Oeuvres completes/ precedes d'une notice ... v.6.,1850
wu.89099438293,GŽrard de Nerval,Oeuvres completes/ precedes d'une notice ... v.7.,1850
wu.89099438277,GŽrard de Nerval,Oeuvres completes/ precedes d'une notice ... v.5.,1850
wu.89092478114,GŽrard de Nerval,Oeuvres completes/ precedes d'une notice ... v.3.,1850
wu.89013865241,GŽrard de Nerval,Oeuvres completes/ precedes d'une notice ... v.4.,1850
uc1.$b597129,ThŽophile Gautier,Nouvelles.,1845
wu.89010630242,ThŽophile Gautier,Mademoiselle de Maupin / par The_ophile Gautier. ... 2.,1835
wu.89010630259,ThŽophile Gautier,Mademoiselle de Maupin / par The_ophile Gautier. ... 1.,1835
nyp.33433075833735,ThŽophile Gautier,Militona,1847
nyp.33433075833727,ThŽophile Gautier,Les rouŽs innocents.,1847
wu.89010630234,ThŽophile Gautier,Le roman de la momie / ThŽophile Gautier. Avec deux dessins de Lecomte-du-Nouy.,1858
